Month,PE_10
1884.08,13.85981334
1884.09,13.56915474
1884.10,13.27325132
1884.11,13.3044376
1884.12,13.43229275
1885.01,13.12981743
1885.02,13.38481759
1885.03,13.73419409
1885.04,13.54854854
1885.05,13.71137187
1885.06,13.97878437
1885.07,14.32665878
1885.08,15.1304108
1885.09,15.11628503
1885.10,15.99102396
1885.11,16.8240345
1885.12,16.30447595
1886.01,16.69231747
1886.02,17.00664826
1886.03,16.8432661
1886.04,16.80171613
1886.05,16.86319552
1886.06,17.83149406
1886.07,17.84584504
1886.08,17.7239128
1886.09,18.14714393
1886.10,18.56238134
1886.11,18.96831263
1886.12,18.19405756
1887.01,17.5122221
1887.02,17.1253666
1887.03,17.47321371
1887.04,17.82298364
1887.05,18.07544543
1887.06,17.70769566
1887.07,17.43146054
1887.08,16.73984961
1887.09,16.67662967
1887.10,15.88066681
1887.11,15.9507122
1887.12,15.45551345
1888.01,15.35866251
1888.02,15.41817832
1888.03,14.80897237
1888.04,15.02010868
1888.05,15.38791696
1888.06,15.07762882
1888.07,15.27964252
1888.08,15.60291167
1888.09,15.98782882
1888.10,15.71594187
1888.11,15.22374902
1888.12,14.9467483
1889.01,15.80228607
1889.02,16.19272045
1889.03,16.06504536
1889.04,16.05010453
1889.05,16.91542108
1889.06,17.21930294
1889.07,16.88921449
1889.08,17.13185398
1889.09,17.35078803
1889.10,17.0532144
1889.11,16.90602117
1889.12,16.61033808
1890.01,17.22007198
1890.02,17.02681498
1890.03,16.90112229
1890.04,17.25785454
1890.05,17.78643049
1890.06,17.68436084
1890.07,17.58929544
1890.08,16.59679113
1890.09,16.169702
1890.10,15.48284916
1890.11,14.74504349
1890.12,14.44299123
1891.01,15.42898009
1891.02,15.47652233
1891.03,15.05162336
1891.04,15.40894513
1891.05,15.56649523
1891.06,15.6582114
1891.07,15.61791924
1891.08,16.16399851
1891.09,17.71126141
1891.10,17.71656859
1891.11,17.67173917
1891.12,18.206303
1892.01,19.0163884
1892.02,19.03642504
1892.03,19.73805485
1892.04,19.94326524
1892.05,19.91146521
1892.06,19.7692844
1892.07,19.21188643
1892.08,19.2043038
1892.09,18.69427181
1892.10,19.04021492
1892.11,18.46331269
1892.12,18.01300925
1893.01,17.65664371
1893.02,17.12519385
1893.03,16.89958903
1893.04,17.10254158
1893.05,15.78098731
1893.06,15.41650386
1893.07,14.34985418
1893.08,14.58805654
1893.09,15.01206908
1893.10,15.27179415
1893.11,15.9424114
1893.12,15.61269434
1894.01,15.73986935
1894.02,16.2027366
1894.03,17.18762209
1894.04,17.43484908
1894.05,16.80875192
1894.06,16.6063197
1894.07,16.28967971
1894.08,16.45777707
1894.09,16.52231544
1894.10,16.50290421
1894.11,16.54278445
1894.12,16.67246633
1895.01,16.52444394
1895.02,16.33123769
1895.03,16.36462543
1895.04,16.38754382
1895.05,17.08036955
1895.06,17.20741354
1895.07,17.54601465
1895.08,18.07407255
1895.09,18.20033595
1895.10,17.94470662
1895.11,17.34299899
1895.12,16.54841516
1896.01,16.57622483
1896.02,17.51540335
1896.03,17.23236271
1896.04,17.64369938
1896.05,17.82826689
1896.06,17.77757862
1896.07,16.6371001
1896.08,15.70337055
1896.09,16.54433994
1896.10,16.4388668
1896.11,17.08942524
1896.12,16.50140418
1897.01,17.02652128
1897.02,16.89402588
1897.03,16.95803072
1897.04,16.69685743
1897.05,17.04775513
1897.06,17.85049728
1897.07,18.65197576
1897.08,19.00639601
1897.09,19.37237029
1897.10,19.02803122
1897.11,18.3584481
1897.12,18.74875766
1898.01,19.24900002
1898.02,18.91813189
1898.03,18.04217492
1898.04,17.70508943
1898.05,17.59563527
1898.06,19.54481748
1898.07,19.85894301
1898.08,20.54491518
1898.09,20.44273286
1898.10,19.94719983
1898.11,20.52741632
1898.12,21.40363199
1899.01,22.93280742
1899.02,23.04811755
1899.03,23.27968225
1899.04,23.15242153
1899.05,22.09126936
1899.06,21.21209193
1899.07,21.56142563
1899.08,21.72623737
1899.09,20.59114051
1899.10,20.15371346
1899.11,20.19645752
1899.12,18.51264964
1900.01,18.67427536
1900.02,18.70379742
1900.03,18.77579342
1900.04,18.93640203
1900.05,18.40319702
1900.06,17.99271158
1900.07,17.68954547
1900.08,18.06961467
1900.09,17.34187415
1900.10,18.10239878
1900.11,19.4195846
1900.12,20.74405116
1901.01,20.97858183
1901.02,21.67914985
1901.03,22.34758395
1901.04,24.40971699
1901.05,23.06401268
1901.06,25.23846621
1901.07,23.14484855
1901.08,23.07717771
1901.09,22.59046832
1901.10,22.25290162
1901.11,22.37507478
1901.12,21.68021514
1902.01,22.3402908
1902.02,22.45995745
1902.03,22.41065229
1902.04,22.8231087
1902.05,22.42795449
1902.06,21.9637423
1902.07,22.38568659
1902.08,23.16867183
1902.09,22.85656638
1902.10,20.6044254
1902.11,20.40854126
1902.12,19.63323213
1903.01,20.31813205
1903.02,20.10705152
1903.03,19.88456038
1903.04,18.9800226
1903.05,18.95485872
1903.06,17.81855172
1903.07,16.91817841
1903.08,16.29911879
1903.09,15.65435912
1903.10,15.25294383
1903.11,15.40787753
1903.12,16.04289414
1904.01,15.86183391
1904.02,15.02149838
1904.03,15.08193018
1904.04,15.56549061
1904.05,15.5258209
1904.06,15.47443364
1904.07,16.03640163
1904.08,16.30465198
1904.09,16.74260005
1904.10,17.63319737
1904.11,18.07620022
1904.12,18.15967912
1905.01,18.45985203
1905.02,19.16899638
1905.03,19.83150607
1905.04,19.48292752
1905.05,18.62948751
1905.06,18.73586239
1905.07,19.20588331
1905.08,19.57330843
1905.09,19.74349242
1905.10,19.89739481
1905.11,19.44352569
1905.12,19.57796081
1906.01,20.13240226
1906.02,19.86675256
1906.03,19.25945302
1906.04,18.876205
1906.05,18.05404446
1906.06,18.17266638
1906.07,18.19520014
1906.08,18.96725148
1906.09,19.20099368
1906.10,18.09538091
1906.11,18.14185165
1906.12,17.66000367
1907.01,17.21891385
1907.02,16.21707129
1907.03,14.68754526
1907.04,14.66970991
1907.05,13.79010715
1907.06,13.14426995
1907.07,13.58500736
1907.08,12.5134716
1907.09,12.32856966
1907.10,10.83184015
1907.11,10.59117756
1907.12,11.33330624
1908.01,11.90296863
1908.02,11.5548463
1908.03,11.98466266
1908.04,12.44888916
1908.05,13.07845136
1908.06,13.05168413
1908.07,13.3454871
1908.08,13.8842329
1908.09,13.70144227
1908.10,13.69081036
1908.11,14.43501409
1908.12,14.58248291
1909.01,14.76441846
1909.02,14.16715752
1909.03,14.33605838
1909.04,14.6451986
1909.05,14.95350979
1909.06,15.04044468
1909.07,15.23150324
1909.08,15.41758071
1909.09,15.25444644
1909.10,14.9888453
1909.11,14.74563118
1909.12,14.75063849
1910.01,14.54788504
1910.02,14.0020379
1910.03,14.05000697
1910.04,13.55988362
1910.05,13.56879229
1910.06,13.0196573
1910.07,12.34258126
1910.08,12.74505515
1910.09,12.9371611
1910.10,13.91886666
1910.11,14.16452318
1910.12,13.74147842
1911.01,14.04921518
1911.02,14.72148847
1911.03,14.37062322
1911.04,14.75293542
1911.05,15.04766059
1911.06,15.32835568
1911.07,15.08311058
1911.08,13.89979067
1911.09,12.99795398
1911.10,13.06647285
1911.11,13.72799759
1911.12,13.92925842
1912.01,13.79495263
1912.02,13.53163437
1912.03,13.63976917
1912.04,13.65439269
1912.05,13.64550069
1912.06,13.7854174
1912.07,13.80287665
1912.08,13.98476176
1912.09,13.926285
1912.10,13.9050927
1912.11,13.74954102
1912.12,13.38899945
1913.01,13.14808879
1913.02,12.68296052
1913.03,12.44345352
1913.04,12.43306708
1913.05,12.22140106
1913.06,11.49196285
1913.07,11.5340228
1913.08,11.84684054
1913.09,11.84331683
1913.10,11.47149024
1913.11,11.07253785
1913.12,11.17404087
1914.01,11.63609211
1914.02,11.91023388
1914.03,11.68552602
1914.04,11.52266254
1914.05,11.47900869
1914.06,11.42871517
1914.07,10.69434518
1914.08,10.49204627
1914.09,10.5004973
1914.10,10.61275947
1914.11,10.51691764
1914.12,10.17221799
1915.01,10.3598342
1915.02,10.32978621
1915.03,10.70701319
1915.04,11.40112379
1915.05,11.02692988
1915.06,11.15426219
1915.07,11.11362939
1915.08,11.58483164
1915.09,12.01157076
1915.10,12.54907613
1915.11,12.85771445
1915.12,12.8784446
1916.01,12.54356369
1916.02,12.35465233
1916.03,12.1770528
1916.04,11.90648178
1916.05,12.02625667
1916.06,11.99596122
1916.07,11.79116528
1916.08,11.73208264
1916.09,11.94455242
1916.10,12.04574176
1916.11,12.0532304
1916.12,11.41355919
1917.01,10.99236143
1917.02,10.06318774
1917.03,10.32715708
1917.04,9.644531197
1917.05,9.138988813
1917.06,9.14822026
1917.07,9.003472377
1917.08,8.572680467
1917.09,7.950823264
1917.10,7.387133711
1917.11,6.753013605
1917.12,6.412593898
1918.01,6.640646029
1918.02,6.784343552
1918.03,6.68635576
1918.04,6.520727731
1918.05,6.582363232
1918.06,6.496291319
1918.07,6.371324094
1918.08,6.303073761
1918.09,6.149170562
1918.10,6.290515321
1918.11,6.333327495
1918.12,6.134580411
1919.01,6.09846764
1919.02,6.239692771
1919.03,6.356074005
1919.04,6.456139556
1919.05,6.829002261
1919.06,7.021615215
1919.07,7.052837165
1919.08,6.479131102
1919.09,6.558481672
1919.10,6.7947042
1919.11,6.467022574
1919.12,6.160717034
1920.01,5.989667771
1920.02,5.45534765
1920.03,5.798822728
1920.04,5.599858726
1920.05,5.188950462
1920.06,5.04363968
1920.07,5.08059292
1920.08,5.020701078
1920.09,5.29716277
1920.10,5.351177393
1920.11,5.126407931
1920.12,4.784241045
1921.01,5.122184147
1921.02,5.274857191
1921.03,5.192348159
1921.04,5.297085923
1921.05,5.609469225
1921.06,5.216110961
1921.07,5.197779362
1921.08,5.161294823
1921.09,5.377524425
1921.10,5.479257678
1921.11,5.838196993
1921.12,6.114158849
1922.01,6.28708729
1922.02,6.461305873
1922.03,6.821387249
1922.04,7.27325339
1922.05,7.593467259
1922.06,7.557987352
1922.07,7.602095046
1922.08,8.02003069
1922.09,8.265083002
1922.10,8.432151999
1922.11,7.998253772
1922.12,7.964679865
1923.01,8.154200483
1923.02,8.533360579
1923.03,8.700737501
1923.04,8.372809668
1923.05,8.000497868
1923.06,7.671825283
1923.07,7.345985119
1923.08,7.441783174
1923.09,7.458183867
1923.10,7.317400396
1923.11,7.546327912
1923.12,7.809739145
1924.01,8.072249446
1924.02,8.162066221
1924.03,8.058077044
1924.04,7.923620348
1924.05,7.899698331
1924.06,8.051676946
1924.07,8.37771214
1924.08,8.717418309
1924.09,8.581670375
1924.10,8.419491036
1924.11,8.888327361
1924.12,9.31063968
1925.01,9.692618852
1925.02,9.830804723
1925.03,9.518537539
1925.04,9.476566788
1925.05,9.729007694
1925.06,9.79638618
1925.07,9.963993892
1925.08,10.11091846
1925.09,10.35924761
1925.10,10.718496
1925.11,10.88631744
1925.12,11.14736524
1926.01,11.34096619
1926.02,11.38943567
1926.03,10.71235206
1926.04,10.39558769
1926.05,10.57515846
1926.06,11.19797974
1926.07,11.86969406
1926.08,12.48880822
1926.09,12.69261482
1926.10,12.42651752
1926.11,12.61525121
1926.12,13.00905273
1927.01,13.18593063
1927.02,13.63396613
1927.03,14.03325751
1927.04,14.48822221
1927.05,15.00234706
1927.06,15.12033348
1927.07,15.82080259
1927.08,16.86286185
1927.09,17.81872371
1927.10,17.53723785
1927.11,18.13130143
1927.12,18.64662402
1928.01,18.80612857
1928.02,18.86885052
1928.03,19.9434178
1928.04,21.25790925
1928.05,21.83273218
1928.06,20.91342158
1928.07,21.08190544
1928.08,21.7621315
1928.09,23.00464945
1928.10,23.57834424
1928.11,25.12198457
1928.12,25.30159103
1929.01,27.08319962
1929.02,27.1316728
1929.03,27.67574844
1929.04,27.56845447
1929.05,27.69858688
1929.06,27.93546783
1929.07,29.93328941
1929.08,31.48031325
1929.09,32.5637886
1929.10,28.96106716
1929.11,21.171036
1929.12,22.00737318
1930.01,22.31072429
1930.02,23.69711775
1930.03,24.58660779
1930.04,25.84343686
1930.05,24.30976063
1930.06,21.86689933
1930.07,21.54879759
1930.08,21.30060224
1930.09,21.07258179
1930.10,18.21487015
1930.11,16.93971138
1930.12,16.05500186
1931.01,16.70547873
1931.02,18.16149244
1931.03,18.57956103
1931.04,16.87231533
1931.05,15.40154
1931.06,15.06247607
1931.07,15.5167501
1931.08,15.0062766
1931.09,12.81774526
1931.10,11.14592641
1931.11,11.4156003
1931.12,9.306032868
1932.01,9.312406455
1932.02,9.336932251
1932.03,9.413065028
1932.04,7.192233196
1932.05,6.39085729
1932.06,5.565059372
1932.07,5.838763672
1932.08,8.834653205
1932.09,9.761168564
1932.10,8.478606608
1932.11,8.463309567
1932.12,8.257073999
1933.01,8.728046163
1933.02,7.826051751
1933.03,7.874681323
1933.04,8.723101646
1933.05,11.24965125
1933.06,13.09887552
1933.07,13.75430449
1933.08,12.99952705
1933.09,12.92292061
1933.10,11.69625357
1933.11,12.01176619
1933.12,12.28180162
1934.01,13.02511983
1934.02,13.9269229
1934.03,13.25453763
1934.04,13.51838928
1934.05,12.18158324
1934.06,12.28772648
1934.07,11.74152423
1934.08,11.31502598
1934.09,10.90995408
1934.10,11.10835261
1934.11,11.44880869
1934.12,11.63933757
1935.01,11.49590797
1935.02,11.08781216
1935.03,10.3982724
1935.04,11.10421021
1935.05,11.98557668
1935.06,12.53951932
1935.07,13.20213794
1935.08,14.10505685
1935.09,14.4188917
1935.10,14.82623263
1935.11,16.12960516
1935.12,16.15919271
1936.01,17.08735985
1936.02,18.10453646
1936.03,18.6604782
1936.04,18.71899967
1936.05,17.75019252
1936.06,18.39300107
1936.07,19.36046451
1936.08,19.62306016
1936.09,19.86202424
1936.10,20.91309185
1936.11,21.49976534
1936.12,21.12566355
1937.01,21.61874158
1937.02,22.24422155
1937.03,22.04219702
1937.04,20.55657946
1937.05,19.47417469
1937.06,18.71165996
1937.07,19.64672328
1937.08,19.80698258
1937.09,16.84788286
1937.10,14.36165957
1937.11,13.15811917
1937.12,13.00848303
1938.01,13.51146192
1938.02,13.26307624
1938.03,12.37728623
1938.04,11.78951772
1938.05,11.99227593
1938.06,12.28896631
1938.07,14.77032802
1938.08,14.90358851
1938.09,14.28233051
1938.10,16.06114764
1938.11,16.1495718
1938.12,15.75648444
1939.01,15.59963441
1939.02,15.66469693
1939.03,15.72922374
1939.04,13.91699458
1939.05,14.5029295
1939.06,14.83382892
1939.07,15.2709526
1939.08,15.12008234
1939.09,16.45283558
1939.10,16.82120481
1939.11,16.59923851
1939.12,16.2804129
1940.01,16.37848034
1940.02,16.21611985
1940.03,16.17290631
1940.04,16.37098871
1940.05,14.13874769
1940.06,12.8437656
1940.07,13.36988476
1940.08,13.64939939
1940.09,14.2148426
1940.10,14.32829032
1940.11,14.63668925
1940.12,13.90842612
1941.01,13.90415827
1941.02,13.0029433
1941.03,12.95571982
1941.04,12.42937039
1941.05,12.03720651
1941.06,12.16430659
1941.07,12.74499628
1941.08,12.46317372
1941.09,12.27972927
1941.10,11.57781496
1941.11,10.91166869
1941.12,10.08659331
1942.01,10.10168643
1942.02,9.680255592
1942.03,9.003426618
1942.04,8.544255708
1942.05,8.50611626
1942.06,8.905456929
1942.07,9.150488901
1942.08,9.012823048
1942.09,9.077829839
1942.10,9.599176749
1942.11,9.661334152
1942.12,9.617514103
1943.01,10.15053422
1943.02,10.708983
1943.03,10.85054174
1943.04,11.03922714
1943.05,11.3622158
1943.06,11.51674479
1943.07,11.77421334
1943.08,11.2105459
1943.09,11.33628194
1943.10,11.1873355
1943.11,10.63103367
1943.12,10.73736032
1944.01,11.05241276
1944.02,10.94791889
1944.03,11.2246932
1944.04,10.93827519
1944.05,11.10373694
1944.06,11.53278527
1944.07,11.73877475
1944.08,11.54171167
1944.09,11.32856058
1944.10,11.58310519
1944.11,11.4784592
1944.12,11.63868359
1945.01,11.96046344
1945.02,12.34175355
1945.03,12.32331031
1945.04,12.63186724
1945.05,13.03656063
1945.06,13.13022336
1945.07,12.86702844
1945.08,12.91537856
1945.09,13.79826495
1945.10,14.37466268
1945.11,14.84770266
1945.12,15.02034747
1946.01,15.62316318
1946.02,15.76166653
1946.03,15.13487342
1946.04,16.04084239
1946.05,16.01372317
1946.06,15.77318688
1946.07,14.50813611
1946.08,13.98493931
1946.09,11.84126754
1946.10,11.38760296
1946.11,11.11004366
1946.12,11.37277943
1947.01,11.46929633
1947.02,11.94956531
1947.03,11.2879031
1947.04,10.90082513
1947.05,10.73367427
1947.06,11.08271586
1947.07,11.69644655
1947.08,11.33747236
1947.09,10.82746302
1947.10,11.13266204
1947.11,10.97540732
1947.12,10.68091253
1948.01,10.41934266
1948.02,9.999761169
1948.03,10.18668061
1948.04,10.77948448
1948.05,11.2410327
1948.06,11.58389576
1948.07,11.13462174
1948.08,10.72355666
1948.09,10.55301369
1948.10,10.82540981
1948.11,10.24809621
1948.12,10.15965294
1949.01,10.24828576
1949.02,9.872517141
1949.03,9.901332491
1949.04,9.783639868
1949.05,9.692295086
1949.06,9.067718943
1949.07,9.605038093
1949.08,9.851348638
1949.09,9.884048362
1949.10,10.16985084
1949.11,10.21586101
1949.12,10.5293309
1950.01,10.7457333
1950.02,10.91156407
1950.03,10.91094652
1950.04,11.1780216
1950.05,11.4615431
1950.06,11.55412614
1950.07,10.53974566
1950.08,11.04061167
1950.09,11.3373911
1950.10,11.66244404
1950.11,11.54217339
1950.12,11.30666579
1951.01,11.89575984
1951.02,12.14150737
1951.03,11.84162649
1951.04,11.9510972
1951.05,11.86387541
1951.06,11.61566486
1951.07,11.77819009
1951.08,12.25698908
1951.09,12.44495316
1951.10,12.3094579
1951.11,11.85203062
1951.12,12.14707257
1952.01,12.52705975
1952.02,12.36411935
1952.03,12.36233909
1952.04,12.24272868
1952.05,12.20047876
1952.06,12.44788158
1952.07,12.66911289
1952.08,12.67837824
1952.09,12.43467802
1952.10,12.13118356
1952.11,12.47346977
1952.12,12.93396431
1953.01,13.01077345
1953.02,12.85934688
1953.03,12.83481934
1953.04,12.16390145
1953.05,12.14197079
1953.06,11.62440789
1953.07,11.75020165
1953.08,11.7150762
1953.09,11.13934936
1953.10,11.39193477
1953.11,11.64407027
1953.12,11.75444918
1954.01,12.00265055
1954.02,12.21505249
1954.03,12.4201053
1954.04,12.90786818
1954.05,13.31204224
1954.06,13.3578859
1954.07,13.83300956
1954.08,14.04211235
1954.09,14.35647414
1954.10,14.61923194
1954.11,15.1173117
1954.12,15.789062
1955.01,15.99078106
1955.02,16.43772822
1955.03,16.21928295
1955.04,16.68526663
1955.05,16.51805783
1955.06,17.37009196
1955.07,18.45403191
1955.08,18.22232646
1955.09,18.84396065
1955.10,17.77232579
1955.11,18.83555929
1955.12,18.94236904
1956.01,18.29258539
1956.02,18.26611682
1956.03,19.3712101
1956.04,19.37059363
1956.05,18.54450659
1956.06,18.15816385
1956.07,18.8567976
1956.08,18.67093711
1956.09,17.8366408
1956.10,17.41895295
1956.11,17.12033974
1956.12,17.19752273
1957.01,16.71778008
1957.02,15.84373314
1957.03,15.90041711
1957.04,16.12370436
1957.05,16.59811079
1957.06,16.72991887
1957.07,16.86888238
1957.08,15.86894273
1957.09,15.15727449
1957.10,14.14945149
1957.11,13.73624224
1957.12,13.67324606
1958.01,13.78843155
1958.02,13.78490639
1958.03,13.92558992
1958.04,13.91350177
1958.05,14.32382497
1958.06,14.63555555
1958.07,14.9574571
1958.08,15.54456689
1958.09,15.93192318
1958.10,16.55980331
1958.11,16.98888358
1958.12,17.35835737
1959.01,17.98033934
1959.02,17.75916926
1959.03,18.20087185
1959.04,18.43075305
1959.05,18.69272144
1959.06,18.4485914
1959.07,19.09053398
1959.08,18.95880364
1959.09,18.12329056
1959.10,18.02196244
1959.11,18.07178913
1959.12,18.62472898
1960.01,18.33828499
1960.02,17.54527511
1960.03,17.28602072
1960.04,17.42976695
1960.05,17.25617058
1960.06,17.82336382
1960.07,17.37680647
1960.08,17.58211304
1960.09,17.05201547
1960.10,16.60510454
1960.11,17.14608845
1960.12,17.56209083
1961.01,18.47041699
1961.02,19.2340145
1961.03,19.84422527
1961.04,20.38284298
1961.05,20.59860684
1961.06,20.33241455
1961.07,20.14664374
1961.08,20.94168848
1961.09,20.70524304
1961.10,20.92419014
1961.11,21.85795772
1961.12,22.0414802
1962.01,21.1979314
1962.02,21.45168775
1962.03,21.44315857
1962.04,20.65833645
1962.05,19.0893675
1962.06,16.82757124
1962.07,17.14132566
1962.08,17.57126263
1962.09,17.32146115
1962.10,16.73982097
1962.11,17.85438649
1962.12,18.58583612
1963.01,19.25923169
1963.02,19.46919131
1963.03,19.28806461
1963.04,20.15007724
1963.05,20.50758586
1963.06,20.38414999
1963.07,19.96923189
1963.08,20.4726379
1963.09,20.96036009
1963.10,20.8913446
1963.11,20.72039934
1963.12,21.03859938
1964.01,21.6272162
1964.02,21.83267083
1964.03,22.16724559
1964.04,22.42219217
1964.05,22.57433077
1964.06,22.30028804
1964.07,22.98435185
1964.08,22.65040729
1964.09,22.89222198
1964.10,23.21215468
1964.11,23.22501979
1964.12,22.75298477
1965.01,23.26933508
1965.02,23.37206827
1965.03,23.2535282
1965.04,23.42055195
1965.05,23.70880831
1965.06,22.38534299
1965.07,22.30078171
1965.08,22.66597185
1965.09,23.37414683
1965.10,23.77574552
1965.11,23.92546116
1965.12,23.69411155
1966.01,24.05848339
1966.02,23.70002715
1966.03,22.61111258
1966.04,23.11369646
1966.05,21.85217798
1966.06,21.55525338
1966.07,21.38170201
1966.08,19.91390386
1966.09,19.16167625
1966.10,18.82540937
1966.11,19.71125121
1966.12,19.73647375
1967.01,20.43224213
1967.02,21.07444316
1967.03,21.4438986
1967.04,21.68602557
1967.05,21.94847739
1967.06,21.55209761
1967.07,21.80419625
1967.08,22.03062705
1967.09,22.21914549
1967.10,22.06819919
1967.11,21.26310297
1967.12,21.75159781
1968.01,21.5115359
1968.02,20.42499238
1968.03,19.93471131
1968.04,21.27735602
1968.05,21.63022714
1968.06,22.00462343
1968.07,21.75353742
1968.08,21.13776679
1968.09,21.68027563
1968.10,22.00460693
1968.11,22.19552923
1968.12,22.277873
1969.01,21.19496807
1969.02,20.8957299
1969.03,20.20228762
1969.04,20.42860808
1969.05,20.97225827
1969.06,19.71334158
1969.07,18.68170821
1969.08,18.42951559
1969.09,18.39804634
1969.10,18.44866203
1969.11,18.43776008
1969.12,17.32692991
1970.01,17.0905414
1970.02,16.37258679
1970.03,16.53169081
1970.04,15.87306782
1970.05,13.98383606
1970.06,13.7996918
1970.07,13.72649974
1970.08,14.10045652
1970.09,14.84266115
1970.10,15.0641854
1970.11,14.95076191
1970.12,15.87384069
1971.01,16.46179394
1971.02,17.03453478
1971.03,17.40290261
1971.04,17.92411045
1971.05,17.56415328
1971.06,17.08316688
1971.07,16.88941471
1971.08,16.51944944
1971.09,16.85679255
1971.10,16.42886271
1971.11,15.63871265
1971.12,16.60355721
1972.01,17.2629968
1972.02,17.46414761
1972.03,17.80564385
1972.04,17.91516168
1972.05,17.6626462
1972.06,17.64085732
1972.07,17.39869003
1972.08,17.94340469
1972.09,17.61385455
1972.10,17.53318385
1972.11,18.33889471
1972.12,18.64571944
1973.01,18.71253047
1973.02,17.8898896
1973.03,17.41214206
1973.04,16.93574007
1973.05,16.31433876
1973.06,15.80832305
1973.07,15.88951857
1973.08,15.27850109
1973.09,15.4753086
1973.10,15.91351631
1973.11,14.65184516
1973.12,13.49332969
1974.01,13.53072189
1974.02,12.95732128
1974.03,13.31036424
1974.04,12.55041105
1974.05,11.99543695
1974.06,11.88849882
1974.07,10.39414181
1974.08,9.824195723
1974.09,8.680421306
1974.10,8.744983834
1974.11,8.948984513
1974.12,8.289060056
1975.01,8.920995508
1975.02,9.762246716
1975.03,10.16379677
1975.04,10.23307614
1975.05,10.81813912
1975.06,11.01135461
1975.07,10.90276705
1975.08,10.08976959
1975.09,9.918905357
1975.10,10.32759978
1975.11,10.43585946
1975.12,10.25036842
1976.01,11.18505136
1976.02,11.58609299
1976.03,11.6317544
1976.04,11.68916413
1976.05,11.53205359
1976.06,11.54384163
1976.07,11.75749049
1976.08,11.597986
1976.09,11.80599095
1976.10,11.34569614
1976.11,11.24885586
1976.12,11.59758973
1977.01,11.43796135
1977.02,11.01484185
1977.03,10.89574651
1977.04,10.63603741
1977.05,10.54848669
1977.06,10.53002396
1977.07,10.56769245
1977.08,10.26838567
1977.09,10.06774282
1977.10,9.7666663
1977.11,9.766299984
1977.12,9.678266583
1978.01,9.241462261
1978.02,9.045263571
1978.03,8.950420078
1978.04,9.262588721
1978.05,9.634910729
1978.06,9.549678981
1978.07,9.425524048
1978.08,10.02397085
1978.09,9.941887473
1978.10,9.533608358
1978.11,8.928418902
1978.12,9.011941819
1979.01,9.257636919
1979.02,9.003740371
1979.03,9.07078503
1979.04,9.133063566
1979.05,8.79438329
1979.06,8.853937765
1979.07,8.827498046
1979.08,9.127165797
1979.09,9.112758991
1979.10,8.681843307
1979.11,8.518784303
1979.12,8.745204405
1980.01,8.850934181
1980.02,9.054476092
1980.03,8.081150901
1980.04,7.844024505
1980.05,8.104225807
1980.06,8.512077962
1980.07,8.880865527
1980.08,9.071005982
1980.09,9.196040132
1980.10,9.357841047
1980.11,9.654043663
1980.12,9.389902085
1981.01,9.259404531
1981.02,8.829899354
1981.03,9.081096884
1981.04,9.085561231
1981.05,8.818483467
1981.06,8.765340744
